date	bikesHome	standsHome	bikesOffice	standsOffice
2019-09-29 07:30:02.228060	19	5	7	23
2019-09-29 07:35:01.877425	19	5	7	23
2019-09-29 07:40:01.746858	20	4	7	23
2019-09-29 07:45:02.456407	20	4	7	23
2019-09-29 07:50:02.156398	20	4	7	23
2019-09-29 07:55:01.808200	20	4	7	23
2019-09-29 08:00:02.573701	20	4	7	23
2019-09-29 08:05:02.219129	20	4	7	23
2019-09-29 08:10:02.034203	20	4	7	23
2019-09-29 08:15:01.722473	20	4	7	23
2019-09-29 08:20:02.438532	19	5	7	23
2019-09-29 08:25:02.089874	19	5	7	23
2019-09-29 08:30:01.793676	19	5	7	23
2019-09-29 08:35:02.485508	19	5	7	23
2019-09-29 08:40:02.327023	19	5	7	23
2019-09-29 08:45:01.999910	19	5	7	23
2019-09-29 08:50:01.694507	19	5	7	23
2019-09-29 08:55:02.368804	20	4	7	23
2019-09-29 09:00:02.090990	20	4	7	23
2019-09-29 09:05:01.768219	21	3	7	23
2019-09-29 09:10:01.678804	21	3	7	23
2019-09-29 09:15:02.329119	21	3	7	23
2019-09-29 09:20:02.044332	21	3	7	23
2019-09-29 09:25:01.699228	21	3	7	23
2019-09-29 09:30:02.330947	21	3	7	23
2019-09-29 09:35:02.006204	21	3	7	23
2019-09-29 09:40:01.803815	20	4	7	23
2019-09-29 09:45:02.487177	18	6	7	23
2019-09-29 09:50:02.160503	18	6	7	23
2019-09-29 09:55:01.847193	18	6	7	23
2019-09-29 19:00:01.639051	1	23	6	24
2019-09-29 19:05:02.294694	0	24	6	24
2019-09-29 19:10:02.107951	1	23	6	24
2019-09-29 19:15:01.832420	1	23	6	24
2019-09-29 19:20:02.573777	1	23	6	24
2019-09-29 19:25:02.261787	1	23	6	24
2019-09-29 19:30:01.988191	1	23	6	24
2019-09-29 19:35:01.701741	2	22	6	24
2019-09-29 19:40:02.477331	2	22	6	24
2019-09-29 19:45:02.169042	2	22	6	24
2019-09-29 19:50:01.927824	1	23	6	24
2019-09-29 19:55:01.562946	2	22	6	24
2019-09-29 20:00:02.266560	2	22	6	24
2019-09-29 20:05:01.953267	2	22	6	24
2019-09-29 20:10:01.790097	2	22	6	24
2019-09-29 20:15:02.469585	3	21	6	24
2019-09-29 20:20:02.218129	3	21	6	24
2019-09-29 20:25:01.857844	4	20	6	24
2019-09-29 20:30:01.596852	4	20	6	24
2019-09-29 20:35:02.291450	3	21	6	24
2019-09-29 20:40:02.123124	1	23	6	24
2019-09-29 20:45:01.823030	3	21	6	24
2019-09-29 20:50:02.492624	7	17	6	24
2019-09-29 20:55:02.209600	7	17	6	24
2019-09-29 21:00:02.074445	6	18	6	24
2019-09-29 21:05:01.748970	5	19	6	24
2019-09-29 21:10:02.530976	3	21	6	24
2019-09-29 21:15:02.227944	5	19	6	24
2019-09-29 21:20:01.969090	5	19	6	24
2019-09-29 21:25:01.625151	6	18	6	24
2019-09-29 21:30:02.345175	6	18	6	24
2019-09-29 21:35:02.004984	6	18	6	24
2019-09-29 21:40:01.883802	7	17	6	24
2019-09-29 21:45:02.759877	9	15	6	24
2019-09-29 21:50:02.488068	9	15	6	24
2019-09-29 21:55:02.179276	9	15	6	24
2019-09-30 07:00:01.838400	23	1	10	20
2019-09-30 07:05:02.558055	23	1	10	20
2019-09-30 07:10:02.344652	24	0	10	20
2019-09-30 07:15:02.020678	24	0	10	20
2019-09-30 07:20:01.759381	24	0	11	19
2019-09-30 07:25:02.458693	24	0	11	19
2019-09-30 07:30:02.238630	24	0	12	18
2019-09-30 07:35:02.040896	24	0	12	18
2019-09-30 07:40:01.829414	23	1	13	17
2019-09-30 07:45:02.521279	19	5	14	16
2019-09-30 07:50:02.209921	15	9	17	13
2019-09-30 07:55:01.896044	11	13	19	11
2019-09-30 08:00:02.601759	8	16	19	11
2019-09-30 08:05:02.364956	4	20	27	3
2019-09-30 08:10:02.159799	1	23	29	1
2019-09-30 08:15:01.842917	3	21	29	1
2019-09-30 08:20:02.588355	2	22	29	1
2019-09-30 08:25:02.267662	1	23	30	0
2019-09-30 08:30:01.966601	1	23	30	0
2019-09-30 08:35:01.669489	1	23	30	0
2019-09-30 08:40:02.466396	1	23	30	0
2019-09-30 08:45:02.180095	1	23	30	0
2019-09-30 08:50:01.948918	1	23	30	0
2019-09-30 08:55:01.637443	1	23	30	0
2019-09-30 09:00:02.383522	1	23	30	0
2019-09-30 09:05:02.063181	1	23	30	0
2019-09-30 09:10:01.819934	1	23	30	0
2019-09-30 09:15:02.567453	1	23	30	0
2019-09-30 09:20:02.316444	2	22	30	0
2019-09-30 09:25:02.003111	2	22	30	0
2019-09-30 09:30:01.655386	1	23	30	0
2019-09-30 09:35:02.376848	1	23	30	0
2019-09-30 09:40:02.246286	1	23	30	0
2019-09-30 09:45:01.953101	1	23	30	0
2019-09-30 09:50:01.665668	1	23	30	0
2019-09-30 09:55:02.354541	2	22	29	1
2019-09-30 19:00:02.341457	24	0	4	26
2019-09-30 19:05:02.007817	24	0	4	26
2019-09-30 19:10:01.821593	24	0	3	27
2019-09-30 19:15:02.536813	24	0	3	27
2019-09-30 19:20:02.280527	24	0	3	27
2019-09-30 19:25:02.036549	24	0	3	27
2019-09-30 19:30:01.782399	24	0	3	27
2019-09-30 19:35:02.476883	24	0	3	27
2019-09-30 19:40:02.301714	24	0	0	30
2019-09-30 19:45:02.159186	22	2	0	30
2019-09-30 19:50:01.825133	21	3	0	30
2019-09-30 19:55:02.551551	23	1	0	30
2019-09-30 20:00:02.453004	22	2	0	30
2019-09-30 20:05:02.156138	23	1	0	30
2019-09-30 20:10:01.958058	23	1	0	30
2019-09-30 20:15:01.641702	23	1	0	30
2019-09-30 20:20:02.333062	22	2	0	30
2019-09-30 20:25:02.054213	23	1	0	30
2019-09-30 20:30:01.880712	24	0	0	30
2019-09-30 20:35:02.591083	24	0	0	30
2019-09-30 20:40:02.428970	22	2	1	29
2019-09-30 20:45:02.086972	22	2	1	29
2019-09-30 20:50:01.785858	21	3	0	30
2019-09-30 20:55:02.446167	24	0	0	30
2019-09-30 21:00:02.185127	24	0	0	30
2019-09-30 21:05:01.899188	24	0	0	30
2019-09-30 21:10:01.681158	24	0	0	30
2019-09-30 21:15:02.404779	24	0	0	30
2019-09-30 21:20:02.099446	24	0	0	30
2019-09-30 21:25:01.793961	24	0	0	30
2019-09-30 21:30:02.429662	22	2	0	30
2019-09-30 21:35:02.203125	24	0	0	30
2019-09-30 21:40:02.031009	24	0	0	30
2019-09-30 21:45:01.751523	24	0	0	30
2019-09-30 21:50:02.435182	23	1	0	30
2019-09-30 21:55:02.140092	23	1	0	30
2019-10-01 07:00:02.125639	22	2	3	27
2019-10-01 07:05:01.815872	22	2	3	27
2019-10-01 07:10:01.598802	22	2	3	27
2019-10-01 07:15:02.291974	22	2	4	26
2019-10-01 07:20:02.038088	22	2	4	26
2019-10-01 07:25:01.687336	22	2	4	26
2019-10-01 07:30:02.395113	22	2	4	26
2019-10-01 07:35:02.091916	22	2	4	26
2019-10-01 07:40:01.875719	20	4	5	25
2019-10-01 07:45:02.571909	17	7	5	25
2019-10-01 07:50:02.309803	16	8	9	21
2019-10-01 07:55:02.109512	12	12	14	16
2019-10-01 08:00:01.853412	13	11	19	11
2019-10-01 08:05:02.595427	13	11	25	5
2019-10-01 08:10:02.410624	11	13	30	0
2019-10-01 08:15:02.127094	5	19	30	0
2019-10-01 08:20:01.823961	3	21	30	0
2019-10-01 08:25:02.571501	1	23	30	0
2019-10-01 08:30:02.250104	1	23	30	0
2019-10-01 08:35:01.934480	1	23	30	0
2019-10-01 08:40:01.757383	2	22	30	0
2019-10-01 08:45:02.449175	2	22	30	0
2019-10-01 08:50:02.167765	2	22	30	0
2019-10-01 08:55:01.832069	2	22	30	0
2019-10-01 09:00:02.604227	1	23	30	0
2019-10-01 09:05:02.273903	1	23	30	0
2019-10-01 09:10:02.053236	1	23	30	0
2019-10-01 09:15:01.726963	1	23	30	0
2019-10-01 09:20:02.485997	1	23	30	0
2019-10-01 09:25:02.333603	1	23	30	0
2019-10-01 09:30:02.050894	0	24	30	0
2019-10-01 09:35:01.738143	0	24	30	0
2019-10-01 09:40:02.554487	0	24	29	1
2019-10-01 09:45:02.225636	0	24	28	2
2019-10-01 09:50:01.901381	0	24	27	3
2019-10-01 09:55:01.570944	0	24	27	3
2019-10-01 19:00:02.674549	16	9	8	21
2019-10-01 19:05:02.401377	18	7	7	23
2019-10-01 19:10:02.190394	18	7	7	23
2019-10-01 19:15:01.853988	20	5	7	23
2019-10-01 19:20:02.624035	25	0	8	22
2019-10-01 19:25:02.328505	24	1	5	25
2019-10-01 19:30:02.023524	23	2	4	26
2019-10-01 19:35:01.725464	24	1	3	27
2019-10-01 19:40:02.584740	25	0	0	30
2019-10-01 19:45:02.264476	25	0	1	29
2019-10-01 19:50:01.965270	25	0	1	29
2019-10-01 19:55:01.640377	24	1	0	30
2019-10-01 20:00:02.348331	25	0	0	30
2019-10-01 20:05:02.040372	25	0	0	30
2019-10-01 20:10:01.816584	25	0	0	30
2019-10-01 20:15:02.592382	25	0	0	30
2019-10-01 20:20:02.366139	24	1	0	30
2019-10-01 20:25:02.086380	25	0	0	30
2019-10-01 20:30:01.882184	24	1	0	30
2019-10-01 20:35:02.607635	23	2	0	30
2019-10-01 20:40:02.403119	23	2	0	30
2019-10-01 20:45:02.037309	23	2	0	30
2019-10-01 20:50:01.826791	24	1	0	30
2019-10-01 20:55:01.620121	22	3	0	30
2019-10-01 21:00:02.375122	22	3	0	30
2019-10-01 21:05:02.050871	24	1	0	30
2019-10-01 21:10:01.815667	24	1	0	30
2019-10-01 21:15:02.574901	25	0	0	30
2019-10-01 21:20:02.367378	24	1	0	30
2019-10-01 21:25:02.057710	25	0	0	30
2019-10-01 21:30:01.758925	25	0	0	30
2019-10-01 21:35:02.433485	24	1	0	30
2019-10-01 21:40:02.233581	25	0	0	30
2019-10-01 21:45:01.916015	25	0	0	30
2019-10-01 21:50:01.621990	24	1	0	30
2019-10-01 21:55:02.349547	25	0	0	30
2019-10-02 07:00:02.592979	20	5	6	24
2019-10-02 07:05:02.439990	19	6	6	24
2019-10-02 07:10:02.208261	19	6	6	24
2019-10-02 07:15:01.909124	19	6	7	23
2019-10-02 07:20:01.682144	19	6	7	23
2019-10-02 07:25:02.366307	19	6	7	23
2019-10-02 07:30:02.100508	19	6	7	23
2019-10-02 07:35:01.773472	19	6	8	22
2019-10-02 07:40:02.625532	16	9	9	21
2019-10-02 07:45:02.284077	13	12	12	18
2019-10-02 07:50:01.970896	2	15	13	17
2019-10-02 07:55:01.690841	11	14	14	16
2019-10-02 08:00:03.041422	7	18	18	12
2019-10-02 08:05:01.723666	6	19	28	2
2019-10-02 08:10:02.521980	5	20	30	0
2019-10-02 08:15:02.222700	3	22	30	0
2019-10-02 08:20:01.955317	2	23	30	0
2019-10-02 08:25:01.624201	0	25	30	0
2019-10-02 08:30:02.371581	0	25	30	0
2019-10-02 08:35:02.053034	0	25	30	0
2019-10-02 08:40:01.927275	0	25	30	0
2019-10-02 08:45:01.594910	0	25	30	0
2019-10-02 08:50:02.236628	0	25	30	0
2019-10-02 08:55:01.910763	1	24	30	0
2019-10-02 09:00:01.690559	1	24	30	0
2019-10-02 09:05:02.382431	0	25	30	0
2019-10-02 09:10:02.139219	0	25	30	0
2019-10-02 09:15:01.805874	0	25	29	1
2019-10-02 09:20:02.563976	1	24	27	3
2019-10-02 09:25:02.255688	0	25	28	2
2019-10-02 09:30:01.954251	0	25	29	1
2019-10-02 09:35:01.629194	0	25	29	1
2019-10-02 09:40:02.533570	0	25	28	2
2019-10-02 09:45:02.280245	1	24	28	2
2019-10-02 09:50:01.963535	1	24	26	4
2019-10-02 09:55:26.708584	1	24	26	4
2019-10-02 19:00:02.077711	13	11	6	24
2019-10-02 19:05:01.741244	13	11	6	24
2019-10-02 19:10:02.479842	15	10	5	25
2019-10-02 19:15:02.135184	15	10	5	25
2019-10-02 19:20:01.877468	14	11	4	26
2019-10-02 19:25:02.628930	17	8	4	26
2019-10-02 19:30:02.301169	16	9	3	27
2019-10-02 19:35:01.969215	15	10	2	28
2019-10-02 19:40:01.776522	16	9	1	29
2019-10-02 19:45:02.456978	17	8	0	30
2019-10-02 19:50:02.108541	16	9	0	30
2019-10-02 19:55:01.834703	18	7	0	30
2019-10-02 20:00:02.617121	21	4	0	30
2019-10-02 20:05:02.340311	21	4	0	30
2019-10-02 20:10:02.123588	23	2	0	30
2019-10-02 20:15:01.817456	25	0	0	30
2019-10-02 20:20:02.641351	24	1	0	30
2019-10-02 20:25:02.314082	24	1	0	30
2019-10-02 20:30:02.021327	24	1	0	30
2019-10-02 20:35:01.711344	24	1	0	30
2019-10-02 20:40:02.507238	25	0	0	30
2019-10-02 20:45:27.178179	25	0	0	30
2019-10-02 20:50:01.854901	25	0	0	30
2019-10-02 20:55:02.531121	25	0	0	30
2019-10-02 21:00:02.277914	25	0	0	30
2019-10-02 21:05:01.967590	25	0	0	30
2019-10-02 21:10:01.784099	25	0	0	30
2019-10-02 21:15:02.449643	24	1	0	30
2019-10-02 21:20:02.171614	23	2	0	30
2019-10-02 21:25:01.827637	23	2	0	30
2019-10-02 21:30:02.551119	22	3	0	30
2019-10-02 21:35:02.250396	23	2	0	30
2019-10-02 21:40:02.068882	23	2	0	30
2019-10-02 21:45:01.709642	23	2	0	30
2019-10-02 21:50:02.402079	23	2	0	30
2019-10-02 21:55:02.060494	24	1	0	30
2019-10-03 07:00:01.753831	24	1	3	27
2019-10-03 07:05:02.464669	24	1	3	27
2019-10-03 07:10:02.260222	24	1	3	27
2019-10-03 07:15:01.946383	23	2	4	26
2019-10-03 07:20:01.783986	23	2	4	26
2019-10-03 07:25:02.474249	22	3	4	26
2019-10-03 07:30:02.162395	22	3	4	26
2019-10-03 07:35:01.830989	21	4	4	26
2019-10-03 07:40:01.623401	19	6	4	26
2019-10-03 07:45:02.288109	17	8	9	21
2019-10-03 07:50:01.980679	16	9	9	21
2019-10-03 07:55:01.664443	14	11	9	21
2019-10-03 08:00:02.418361	11	14	13	17
2019-10-03 08:05:02.159620	11	14	20	10
2019-10-03 08:10:01.895241	9	16	20	10
2019-10-03 08:15:02.579457	7	18	25	5
2019-10-03 08:20:02.288991	4	21	28	2
2019-10-03 08:25:01.999618	3	22	29	1
2019-10-03 08:30:01.689380	2	23	29	1
2019-10-03 08:35:02.337659	2	23	30	0
2019-10-03 08:40:02.147802	2	23	30	0
2019-10-03 08:45:01.802288	0	25	30	0
2019-10-03 08:50:02.537976	0	25	30	0
2019-10-03 08:55:02.232676	0	25	30	0
2019-10-03 09:00:01.956404	0	25	30	0
2019-10-03 09:05:01.613412	1	24	30	0
2019-10-03 09:10:02.405890	0	25	30	0
2019-10-03 09:15:03.041478	0	25	30	0
2019-10-03 09:20:01.793245	1	24	30	0
2019-10-03 09:25:02.475690	0	25	30	0
2019-10-03 09:30:02.205803	0	25	30	0
2019-10-03 09:35:01.901115	0	25	30	0
2019-10-03 09:40:01.713515	0	25	30	0
2019-10-03 09:45:02.350474	0	25	30	0
2019-10-03 09:50:27.092705	1	24	30	0
2019-10-03 09:55:01.764160	1	24	30	0
2019-10-03 19:00:02.213493	21	4	13	17
2019-10-03 19:05:01.950464	21	4	13	17
2019-10-03 19:10:01.699237	22	3	9	21
2019-10-03 19:15:02.384250	23	2	8	22
2019-10-03 19:20:02.110332	25	0	8	22
2019-10-03 19:25:01.757592	24	1	7	23
2019-10-03 19:30:02.442690	25	0	7	23
2019-10-03 19:35:02.280614	25	0	8	22
2019-10-03 19:40:02.105398	24	1	7	23
2019-10-03 19:45:01.818040	25	0	5	25
2019-10-03 19:50:02.499317	25	0	4	26
2019-10-03 19:55:02.207114	25	0	3	27
2019-10-03 20:00:02.061810	24	1	3	27
2019-10-03 20:05:01.767124	25	0	1	29
2019-10-03 20:10:02.555542	25	0	0	30
2019-10-03 20:15:02.207546	25	0	0	30
2019-10-03 20:20:02.206304	23	2	0	30
2019-10-03 20:25:01.884304	20	5	0	30
2019-10-03 20:30:02.581567	22	3	0	30
2019-10-03 20:35:02.235471	22	3	0	30
2019-10-03 20:40:02.135357	21	4	0	30
2019-10-03 20:45:01.793386	21	4	0	30
2019-10-03 20:50:02.495792	20	5	0	30
2019-10-03 20:55:02.161770	20	5	0	30
2019-10-03 21:00:01.976909	22	3	0	30
2019-10-03 21:05:01.652844	23	2	0	30
2019-10-03 21:10:02.429382	22	3	0	30
2019-10-03 21:15:02.118814	22	3	0	30
2019-10-03 21:20:01.810612	22	3	0	30
2019-10-03 21:25:02.457127	23	2	0	30
2019-10-03 21:30:02.151576	25	0	0	30
2019-10-03 21:35:01.865275	25	0	0	30
2019-10-03 21:40:01.648063	24	1	0	30
2019-10-03 21:45:02.292119	25	0	0	30
2019-10-03 21:50:01.979392	25	0	0	30
2019-10-03 21:55:01.625268	25	0	0	30
2019-10-04 07:00:02.335590	24	1	4	26
2019-10-04 07:05:02.025689	24	1	4	26
2019-10-04 07:10:01.845098	24	1	5	25
2019-10-04 07:15:02.485143	24	1	5	25
2019-10-04 07:20:02.201970	24	1	5	25
2019-10-04 07:25:01.870618	24	1	5	25
2019-10-04 07:30:02.601709	24	1	6	24
2019-10-04 07:35:02.261588	23	2	6	24
2019-10-04 07:40:02.161451	20	5	6	24
2019-10-04 07:45:01.817603	19	6	9	21
2019-10-04 07:50:02.471593	17	8	11	19
2019-10-04 07:55:02.149116	13	12	11	19
2019-10-04 08:00:01.900137	11	13	12	18
2019-10-04 08:05:01.598493	7	18	15	15
2019-10-04 08:10:02.465278	6	19	17	13
2019-10-04 08:15:02.207885	5	20	24	6
2019-10-04 08:20:01.966940	4	21	27	3
2019-10-04 08:25:01.635556	2	23	29	1
2019-10-04 08:30:02.293401	2	23	30	0
2019-10-04 08:35:01.935956	2	23	30	0
2019-10-04 08:40:01.733579	0	25	30	0
2019-10-04 08:45:02.390312	0	25	30	0
2019-10-04 08:50:02.075139	0	25	30	0
2019-10-04 08:55:01.927657	0	25	30	0
2019-10-04 09:00:01.770289	0	25	29	1
2019-10-04 09:05:02.526007	0	25	30	0
2019-10-04 09:10:02.261860	0	25	30	0
2019-10-04 09:15:01.939551	0	25	30	0
2019-10-04 09:20:01.652151	0	25	30	0
2019-10-04 09:25:02.292138	0	25	30	0
2019-10-04 09:30:01.941573	0	25	30	0
2019-10-04 09:35:01.620341	0	25	30	0
2019-10-04 09:40:02.513516	0	25	29	1
2019-10-04 09:45:02.243971	0	25	29	1
2019-10-04 09:50:01.942035	0	25	29	1
2019-10-04 09:55:01.644155	0	25	29	1
2019-10-04 19:00:02.567299	24	1	1	29
2019-10-04 19:05:02.276823	25	0	1	29
2019-10-04 19:10:02.021653	22	3	2	28
2019-10-04 19:15:01.799724	19	6	3	27
2019-10-04 19:20:02.530305	18	7	3	27
2019-10-04 19:25:02.148474	19	6	3	27
2019-10-04 19:30:01.864296	17	8	3	27
2019-10-04 19:35:02.543285	20	5	6	24
2019-10-04 19:40:02.345660	20	5	6	24
2019-10-04 19:45:02.010527	18	7	6	24
2019-10-04 19:50:01.708526	20	5	7	23
2019-10-04 19:55:02.367013	22	3	7	23
2019-10-04 20:00:02.130114	22	3	7	23
2019-10-04 20:05:01.842141	23	2	7	23
2019-10-04 20:10:01.623585	25	0	7	23
2019-10-04 20:15:02.296397	25	0	7	23
2019-10-04 20:20:02.036474	24	1	7	23
2019-10-04 20:25:01.792441	25	0	7	23
2019-10-04 20:30:02.579061	25	0	7	23
2019-10-04 20:35:02.342189	25	0	7	23
2019-10-04 20:40:02.165766	25	0	6	24
2019-10-04 20:45:01.829282	24	1	6	24
2019-10-04 20:50:02.510503	24	1	6	24
2019-10-04 20:55:02.162211	24	1	6	24
2019-10-04 21:00:02.039762	23	2	5	25
2019-10-04 21:05:01.794597	23	2	5	25
2019-10-04 21:10:01.591461	24	1	5	25
2019-10-04 21:15:02.256939	23	2	4	26
2019-10-04 21:20:01.999708	22	3	4	26
2019-10-04 21:25:01.630347	21	4	3	27
2019-10-04 21:30:02.305345	21	4	3	27
2019-10-04 21:35:02.020000	23	2	3	27
2019-10-04 21:40:01.853695	23	2	3	27
2019-10-04 21:45:02.514135	23	2	3	27
2019-10-04 21:50:02.206277	23	2	3	27
2019-10-04 21:55:01.911720	23	2	3	27
2019-10-05 07:00:02.013995	24	1	3	27
2019-10-05 07:05:01.712747	24	1	3	27
2019-10-05 07:10:02.463187	24	1	3	27
2019-10-05 07:15:02.128279	24	1	3	27
2019-10-05 07:20:01.891993	25	0	3	27
2019-10-05 07:25:02.534349	24	1	3	27
2019-10-05 07:30:02.200358	24	1	3	27
2019-10-05 07:35:01.862489	24	1	3	27
2019-10-05 07:40:01.658775	24	1	3	27
2019-10-05 07:45:02.342311	24	1	3	27
2019-10-05 07:50:01.980909	24	1	3	27
2019-10-05 07:55:01.649228	24	1	3	27
2019-10-05 08:00:02.400864	24	1	4	26
2019-10-05 08:05:02.089644	24	1	4	26
2019-10-05 08:10:01.867089	24	1	4	26
2019-10-05 08:15:02.522760	24	1	4	26
2019-10-05 08:20:02.262546	25	0	4	26
2019-10-05 08:25:01.961384	25	0	4	26
2019-10-05 08:30:01.694569	25	0	4	26
2019-10-05 08:35:02.365150	25	0	4	26
2019-10-05 08:40:02.198683	24	1	4	26
2019-10-05 08:45:01.862922	24	1	4	26
2019-10-05 08:50:02.591977	25	0	4	26
2019-10-05 08:55:02.339742	24	1	4	26
2019-10-05 09:00:02.201786	24	1	5	25
2019-10-05 09:05:01.925967	25	0	5	25
2019-10-05 09:10:01.699589	25	0	5	25
2019-10-05 09:15:02.372421	25	0	5	25
2019-10-05 09:20:02.070133	25	0	5	25
2019-10-05 09:25:01.836616	24	1	5	25
2019-10-05 09:30:02.521864	22	3	5	25
2019-10-05 09:35:02.184758	22	3	5	25
2019-10-05 09:40:01.983772	22	3	5	25
2019-10-05 09:45:01.646004	21	4	5	25
2019-10-05 09:50:02.317867	21	4	5	25
2019-10-05 09:55:02.055975	21	4	5	25
2019-10-05 19:00:01.767440	4	21	4	26
2019-10-05 19:05:02.513139	3	22	4	26
2019-10-05 19:10:02.293063	3	22	4	26
2019-10-05 19:15:01.977644	3	22	4	26
2019-10-05 19:20:01.775665	4	21	4	26
2019-10-05 19:25:02.429738	4	21	4	26
2019-10-05 19:30:02.202870	4	21	4	26
2019-10-05 19:35:01.862941	3	22	4	26
2019-10-05 19:40:01.716440	3	22	4	26
2019-10-05 19:45:02.421032	5	20	4	26
2019-10-05 19:50:02.097621	6	19	4	26
2019-10-05 19:55:01.759091	7	18	4	26
2019-10-05 20:00:02.584076	8	17	4	26
2019-10-05 20:05:02.255565	5	20	4	26
2019-10-05 20:10:02.035693	3	21	4	26
2019-10-05 20:15:01.737034	7	17	4	26
2019-10-05 20:20:02.468073	9	15	4	26
2019-10-05 20:25:02.116358	10	14	4	26
2019-10-05 20:30:01.837520	9	15	4	26
2019-10-05 20:35:02.510966	8	16	4	26
2019-10-05 20:40:02.369130	8	16	4	26
2019-10-05 20:45:02.144430	8	16	4	26
2019-10-05 20:50:01.810846	5	19	4	26
2019-10-05 20:55:02.517544	4	21	4	26
2019-10-05 21:00:02.290291	2	23	4	26
2019-10-05 21:05:01.958321	3	22	4	26
2019-10-05 21:10:01.721989	2	23	4	26
2019-10-05 21:15:02.410175	4	21	4	26
2019-10-05 21:20:02.142620	4	21	4	26
2019-10-05 21:25:01.809736	5	20	4	26
2019-10-05 21:30:02.501434	5	20	4	26
2019-10-05 21:35:02.172374	5	20	4	26
2019-10-05 21:40:01.998237	5	20	4	26
2019-10-05 21:45:01.694819	6	19	4	26
2019-10-05 21:50:02.425049	7	18	4	26
2019-10-05 21:55:02.079933	7	18	4	26
2019-10-06 07:00:02.740354	25	0	4	26
2019-10-06 07:05:02.631538	25	0	4	26
2019-10-06 07:10:02.693639	25	0	4	26
2019-10-06 07:15:02.457519	25	0	4	26
2019-10-06 07:20:02.267072	25	0	4	26
2019-10-06 07:25:01.956774	25	0	4	26
2019-10-06 07:30:01.637554	25	0	4	26
2019-10-06 07:35:02.425634	25	0	4	26
2019-10-06 07:40:02.365287	25	0	4	26
2019-10-06 07:45:02.026582	25	0	4	26
2019-10-06 07:50:01.714404	25	0	4	26
2019-10-06 07:55:02.403008	25	0	4	26
2019-10-06 08:00:02.236866	25	0	4	26
2019-10-06 08:05:01.893939	25	0	4	26
2019-10-06 08:10:01.727571	25	0	4	26
2019-10-06 08:15:02.487613	24	1	4	26
2019-10-06 08:20:02.308753	24	1	4	26
2019-10-06 08:25:02.033354	24	1	4	26
2019-10-06 08:30:01.723699	24	1	4	26
2019-10-06 08:35:02.441443	24	1	4	26
2019-10-06 08:40:02.336712	24	1	4	26
2019-10-06 08:45:01.993324	24	1	4	26
2019-10-06 08:50:01.698737	24	1	4	26
2019-10-06 08:55:02.412699	24	1	4	26
2019-10-06 09:00:02.235077	23	2	4	26
2019-10-06 09:05:01.962544	23	2	4	26
2019-10-06 09:10:01.889307	23	2	4	26
2019-10-06 09:15:01.705865	23	2	4	26
2019-10-06 09:20:02.545169	23	2	4	26
2019-10-06 09:25:02.211472	23	2	4	26
2019-10-06 09:30:01.963536	23	2	4	26
2019-10-06 09:35:01.679836	23	2	4	26
2019-10-06 09:40:02.542880	22	3	4	26
2019-10-06 09:45:02.194379	22	3	4	26
2019-10-06 09:50:01.868837	21	4	4	26
2019-10-06 09:55:02.602439	21	4	4	26
2019-10-06 19:00:02.482414	5	20	4	26
2019-10-06 19:05:02.269434	4	21	4	26
2019-10-06 19:10:02.078172	4	21	4	26
2019-10-06 19:15:01.793999	4	21	4	26
2019-10-06 19:20:02.556316	4	21	4	26
2019-10-06 19:25:02.303091	4	21	4	26
2019-10-06 19:30:02.078848	5	20	4	26
2019-10-06 19:35:01.814894	5	20	4	26
2019-10-06 19:40:01.722374	5	20	4	26
2019-10-06 19:45:02.555847	7	18	4	26
2019-10-06 19:50:02.242699	8	17	4	26
2019-10-06 19:55:01.955245	9	16	4	26
2019-10-06 20:00:01.791431	9	16	4	26
2019-10-06 20:05:02.544522	10	15	4	26
2019-10-06 20:10:02.324991	12	13	4	26
2019-10-06 20:15:01.997869	14	11	4	26
2019-10-06 20:20:01.775483	15	10	4	26
2019-10-06 20:25:02.593788	15	10	4	26
2019-10-06 20:30:02.285415	16	9	4	26
2019-10-06 20:35:02.072015	16	9	4	26
2019-10-06 20:40:01.926327	17	8	4	26
2019-10-06 20:45:01.605610	17	8	4	26
2019-10-06 20:50:02.290552	19	6	4	26
2019-10-06 20:55:01.973266	18	7	4	26
2019-10-06 21:00:01.706567	15	10	4	26
2019-10-06 21:05:02.419485	15	10	4	26
2019-10-06 21:10:02.174361	15	10	4	26
2019-10-06 21:15:01.866822	15	10	4	26
2019-10-06 21:20:01.634440	14	11	4	26
2019-10-06 21:25:02.331432	17	8	4	26
2019-10-06 21:30:02.055891	17	8	4	26
2019-10-06 21:35:01.743269	19	6	4	26
2019-10-06 21:40:02.592628	19	6	4	26
2019-10-06 21:45:02.323639	17	8	4	26
2019-10-06 21:50:02.004270	19	6	4	26
2019-10-06 21:55:01.669602	23	2	4	26
2019-10-07 07:00:02.202832	22	3	8	22
2019-10-07 07:05:01.958417	22	3	8	22
2019-10-07 07:10:01.756807	22	3	8	22
2019-10-07 07:15:02.473338	22	3	8	22
2019-10-07 07:20:02.319579	23	2	8	22
2019-10-07 07:25:01.990749	24	1	10	20
2019-10-07 07:30:01.703856	24	1	11	19
2019-10-07 07:35:02.422637	24	1	11	19
2019-10-07 07:40:02.277526	20	5	11	19
2019-10-07 07:45:02.092609	19	6	12	18
2019-10-07 07:50:01.905461	16	9	13	17
2019-10-07 07:55:01.573265	11	14	15	15
